"goal","amount_pledged","backer_count","comment_count","update_coun","has_video","body_length","body_image_count","body_video_count","raw_location","currency","end_date","start_date","status","category","subcategory"
10000,148,6,1,0,1,1507,2,0,"Downtown Toronto, Canada","CAD",2015-02-22,2015-01-23,3,"technology","Hardware"
15000,46655,86,2,9,1,297,7,1,"Arhus, Denmark","DKK",2015-01-08,2014-12-08,6,"music","Rock"
9000,9558,162,5,11,1,1997,20,1,"Chicago, IL","USD",2014-11-09,2014-09-14,6,"film & video","Science Fiction"
1800,15,1,0,0,1,733,0,0,"Plaucheville, LA","USD",2014-01-08,2013-12-18,3,"film & video","Documentary"
10000,1,1,0,0,0,599,0,0,"Sierra Madre, CA","USD",2015-11-05,2015-10-19,3,"food","Farmer's Markets"
1000,15,6,3,0,0,662,0,0,"Paris, France","GBP",2014-12-20,2014-10-31,3,"technology","Software"
5000,6001,125,57,22,1,4869,12,0,"Louisville, KY","USD",2014-11-02,2014-10-03,6,"film & video","Fantasy"
6000,0,0,0,0,1,0,0,0,"Brooklyn, NY","USD",2016-07-04,2016-06-04,3,"music","Hip-Hop"
9000,285,6,0,0,1,1278,0,0,"Norfolk, VA","USD",2013-06-01,2013-04-02,3,"music","Pop"
100,124,3,0,1,1,977,7,0,"Kansas City, MO","USD",2013-10-25,2013-09-30,6,"art","Illustration"
38500,81,2,0,0,1,1476,3,0,"Cincinnati, OH","USD",2015-09-20,2015-08-21,3,"design","Product Design"
440,50,2,0,0,0,202,0,0,"Meriden, CT","USD",2015-05-31,2015-05-20,3,"fashion","Apparel"
8000,1786,53,3,2,1,4993,4,0,"Canton, OH","USD",2013-07-27,2013-06-27,3,"art","Art"
6000,6480,45,2,3,1,997,0,1,"Los Angeles, CA","USD",2013-01-05,2012-12-06,6,"music","Country & Folk"
60000,497,6,0,1,1,836,1,0,"Cherry Hill, NJ","USD",2015-03-04,2015-01-31,3,"technology","Gadgets"
4800,50,1,0,0,1,2946,1,1,"Traverse City, MI","USD",2011-08-07,2011-06-23,3,"publishing","Nonfiction"
50,185,5,1,0,0,2228,0,0,"Ithaca, NY","USD",2011-02-16,2010-11-18,6,"music","Indie Rock"
22000,520,2,0,0,1,1041,1,0,"Port-au-Prince, Haiti","USD",2012-08-12,2012-07-03,3,"film & video","Documentary"
24000,2455,49,16,3,1,1092,1,0,"Los Angeles, CA","USD",2014-08-18,2014-07-19,3,"games","Tabletop Games"
12500,5,1,0,0,1,1279,0,0,"East Haddam, CT","USD",2010-06-18,2010-03-20,1,"publishing","Publishing"
10000,10060,98,2,19,1,2487,5,0,"Brooklyn, NY","USD",2015-02-21,2015-01-11,6,"music","Pop"
750,750,17,0,0,1,722,0,0,"London, UK","GBP",2014-03-03,2014-02-01,6,"film & video","Shorts"
300,5419,146,75,12,0,1005,36,0,"Laval, Canada","CAD",2016-05-23,2016-04-23,6,"games","Tabletop Games"
2500,710,12,0,0,1,2214,0,0,"Kansas City, KS","USD",2012-10-26,2012-10-01,3,"art","Public Art"
40000,8030,102,8,5,1,10838,10,3,"Cambridge, UK","GBP",2013-08-29,2013-07-18,3,"design","Design"
5000,2410,130,5,1,0,407,18,0,"Chicago, IL","USD",2014-12-01,2014-10-27,3,"games","Playing Cards"
100,110,2,0,4,0,118,6,0,"Charleston, SC","USD",2014-02-13,2014-01-14,6,"fashion","Fashion"
6500,8014,73,23,18,1,1855,0,0,"Sherman Oaks, Los Angeles, CA","USD",2010-10-06,2010-09-05,6,"film & video","Documentary"
2000,2845,230,36,6,0,3053,35,0,"Houston, TX","USD",2014-12-15,2014-12-06,6,"games","Tabletop Games"
6000,3577,67,1,5,1,2266,0,0,"San Francisco, CA","USD",2014-09-14,2014-08-13,3,"music","Music"
250000,0,0,0,0,0,0,0,0,"Zikhron Yaaqov, Israel","USD",2015-04-22,2015-03-23,3,"art","Art"
275,16,3,0,0,0,298,0,0,"River Falls, WI","USD",2014-09-15,2014-08-25,3,"crafts","Crafts"
5000,6577,148,6,4,1,4340,17,0,"Cambridgeshire, UK","GBP",2016-05-31,2016-04-28,6,"photography","Photobooks"
9000,230,4,0,0,1,2059,1,0,"Houston, TX","USD",2013-06-25,2013-05-21,3,"music","Music"
450,50,1,0,0,0,628,0,0,"Fayetteville, AR","USD",2014-10-29,2014-09-29,3,"design","Design"
6500,7000,141,0,3,1,1971,0,0,"San Francisco, CA","USD",2013-10-17,2013-08-18,6,"dance","Dance"
20500,NA,NA,0,3,1,2350,2,0,"Shanghai, China","EUR",2016-09-20,2016-08-21,1,"photography","People"
5000,285,6,0,1,1,756,1,0,"Dallas, TX","USD",2012-12-15,2012-11-15,3,"art","Public Art"
20000,20530,229,3,14,1,976,0,0,"San Francisco, CA","USD",2011-06-20,2011-05-21,6,"art","Sculpture"
20500,4172,22,0,5,1,2370,3,0,"Centralia, WA","USD",2013-12-09,2013-11-09,3,"publishing","Children's Books"
5000,5575,69,4,0,0,1566,0,0,"Newark, NJ","USD",2009-12-13,2009-09-14,6,"publishing","Nonfiction"
15333,75,3,0,0,0,765,0,0,"Omaha, NE","USD",2014-09-28,2014-07-30,1,"journalism","Web"
50,0,0,0,0,0,20,2,0,"Rotterdam, Netherlands","EUR",2015-07-27,2015-05-28,3,"art","Art"
600,50,3,1,0,1,2126,1,0,"Phoenix, AZ","USD",2015-04-15,2015-03-16,3,"publishing","Fiction"
20000,92,2,0,2,1,14754,35,0,"London, UK","GBP",2014-05-08,2014-03-29,3,"design","Product Design"
3000,3482,68,6,0,1,864,0,0,"Glendale, CA","USD",2011-05-16,2011-04-26,6,"art","Illustration"
500,285,11,0,0,1,1161,0,0,"Salem, OR","USD",2013-04-16,2013-02-15,3,"music","Rock"
6850,542,5,1,0,1,7790,4,0,"Tempe, AZ","USD",2014-08-08,2014-07-09,3,"film & video","Webseries"
2000,902,21,0,0,1,2689,0,0,"Luton, UK","GBP",2014-09-13,2014-08-25,3,"art","Art"
20000,4955,41,9,6,0,3286,8,0,"Allentown, PA","USD",2014-11-09,2014-10-10,3,"food","Food Trucks"
10000,11300,76,1,3,1,1333,0,0,"Dallas, TX","USD",2014-09-09,2014-08-11,6,"music","Music"
15000,0,0,0,0,0,199,0,0,"Culpeper, VA","USD",2015-05-13,2015-04-13,3,"design","Architecture"
200,40,2,0,0,0,1023,2,0,"Sarasota, FL","USD",2011-09-19,2011-08-31,3,"design","Product Design"
1200,978,14,0,1,0,1229,2,0,"San Diego, CA","USD",2013-09-13,2013-08-14,3,"crafts","Crafts"
16500,135,1,0,2,1,368,0,0,"Rockford, IL","USD",2016-05-04,2016-04-04,3,"design","Product Design"
3000,350,9,2,3,1,935,0,0,"Los Angeles, CA","USD",2010-05-20,2010-02-20,3,"film & video","Webseries"
1200,1205,18,0,0,1,294,0,0,"Sacramento, CA","USD",2011-12-11,2011-11-11,6,"music","Indie Rock"
4500,1643,21,3,7,1,1927,0,0,"Brainerd, MN","USD",2012-09-28,2012-08-29,3,"games","Tabletop Games"
6000,2173,51,8,4,1,2745,4,0,"Beaverton, OR","USD",2015-09-27,2015-08-28,3,"technology","Hardware"
55000,0,0,0,0,0,715,0,0,"Gilbert, AZ","USD",2015-11-18,2015-09-27,3,"art","Public Art"
2000,10,1,0,1,1,2025,3,0,"Toronto, Canada","CAD",2013-11-30,2013-10-31,3,"film & video","Documentary"
15000,632,8,1,3,1,696,7,0,"Pearland, TX","USD",2013-07-07,2013-06-07,3,"games","Tabletop Games"
15000,161,6,0,9,0,1265,0,0,"North Charleston, SC","USD",2016-01-01,2015-11-02,3,"games","Video Games"
20000,93,2,0,0,0,4321,0,0,"Waldkraiburg, Germany","EUR",2015-10-31,2015-10-01,3,"food","Drinks"
1000,260,5,0,4,1,705,0,0,"Miami, FL","USD",2012-09-27,2012-08-28,1,"film & video","Shorts"
850,860,9,1,3,1,1127,0,3,"Culpeper, VA","USD",2014-12-17,2014-12-03,6,"technology","Robots"
5000,530,17,0,5,1,3290,0,0,"Tucson, AZ","USD",2012-05-07,2012-04-03,1,"film & video","Webseries"
2000,12,1,0,0,1,502,0,0,"San Diego, CA","USD",2014-10-23,2014-09-23,1,"photography","Fine Art"
8000,8001,87,8,46,1,2603,9,0,"Cleveland, OH","USD",2014-03-23,2014-02-21,6,"publishing","Children's Books"
10000,641,15,5,3,0,2914,3,1,"Phoenix, AZ","USD",2013-05-01,2013-04-01,3,"games","Games"
600,1043,29,0,1,1,315,0,0,"Oakland, CA","USD",2015-05-03,2015-04-18,6,"art","Public Art"
2000,0,0,0,0,0,1025,0,0,"London, UK","GBP",2013-12-14,2013-11-14,1,"art","Art"
300,30,2,0,0,0,651,0,0,"Atlanta, GA","USD",2014-08-07,2014-07-08,3,"food","Food"
7000,125,3,0,0,1,1511,2,0,"Boiling Springs, NC","USD",2014-09-03,2014-08-04,3,"film & video","Documentary"
6000,6110,66,2,11,1,2130,0,0,"Riverside, CA","USD",2016-01-09,2015-12-25,6,"publishing","Nonfiction"
450,675,22,2,6,0,1231,5,0,"Austin, TX","USD",2014-06-27,2014-06-12,6,"art","Art"
2000,2175,17,2,5,1,1073,0,0,"Atlanta, GA","USD",2015-03-11,2015-02-09,6,"music","Blues"
1000,1,1,0,0,0,455,0,0,"Montreal, Canada","CAD",2015-04-06,2015-03-09,3,"food","Events"
2000,2066,43,1,17,1,3979,0,0,"Denver, CO","USD",2011-10-07,2011-08-08,6,"art","Art"
35000,0,0,0,0,1,0,0,0,"Plantation, FL","USD",2016-06-15,2016-05-16,3,"food","Restaurants"
5000,0,0,0,1,0,880,0,0,"Harvey, IL","USD",2016-01-01,2015-12-01,1,"film & video","Narrative Film"
20000,0,0,0,0,1,1073,0,0,"San Antonio, TX","USD",2014-04-20,2014-03-21,1,"art","Public Art"
2300,NA,NA,0,0,1,3682,13,0,"Cergy, France","EUR",2016-09-23,2016-08-04,3,"technology","Sound"
80000,0,0,0,0,0,830,0,0,"London, UK","GBP",2014-09-07,2014-07-09,3,"art","Art"
10000,0,0,0,0,0,571,4,0,"Sacramento, CA","USD",2015-05-13,2015-04-13,3,"fashion","Apparel"
7046,0,0,0,0,0,1928,10,0,"Somerville, MA","USD",2015-09-27,2015-09-02,1,"technology","Apps"
2200,3387,47,1,4,1,1269,0,0,"Ardmore, PA","USD",2015-04-19,2015-03-24,6,"music","Classical Music"
800,882,24,6,3,0,2692,10,0,"New Orleans, LA","USD",2013-04-26,2013-04-04,6,"crafts","Pottery"
10000,101,2,1,0,1,3265,10,0,"Carbondale, PA","USD",2014-01-25,2014-01-02,3,"fashion","Fashion"
60000,21003,169,21,5,1,4546,10,1,"Boston, MA","USD",2013-03-20,2013-02-18,3,"technology","Hardware"
3500,4480,62,6,10,1,2599,0,0,"Atlanta, GA","USD",2010-08-20,2010-07-05,6,"music","Indie Rock"
1000,3170,79,43,16,1,2669,12,0,"Park City, UT","USD",2014-12-02,2014-10-30,6,"fashion","Fashion"
2500,2800,40,0,3,1,1240,0,0,"Brooklyn, NY","USD",2011-05-11,2011-04-11,6,"music","Indie Rock"
550000,0,0,0,0,1,355,1,0,"Hillside, NJ","USD",2012-08-10,2012-07-11,1,"film & video","Film & Video"
1000,NA,NA,0,0,0,281,0,0,"Getxo, Spain","EUR",2016-09-03,2016-08-04,3,"technology","Apps"
30000,35288,68,80,13,1,4576,25,0,"Toronto, Canada","CAD",2015-07-27,2015-06-18,6,"technology","Hardware"
6000,8327,148,16,13,1,3191,8,0,"Toronto, Canada","USD",2013-02-14,2013-01-15,6,"film & video","Documentary"
500,0,0,0,0,0,1205,3,0,"Tehachapi, CA","USD",2016-01-17,2015-12-18,1,"fashion","Apparel"
2500,2568,39,0,6,1,1997,0,0,"Chicago, IL","USD",2012-09-29,2012-08-01,6,"theater","Theater"
2250,2920,37,3,4,1,2475,0,0,"Los Angeles, CA","USD",2011-01-02,2010-12-11,6,"film & video","Film & Video"
3000,3025,41,26,12,1,2547,0,0,"Bangkok, Thailand","USD",2011-11-19,2011-10-20,6,"film & video","Documentary"
3000,1634,78,1,1,0,3023,6,0,"Indianapolis, IN","USD",2014-05-07,2014-04-07,3,"music","Indie Rock"
15,687,38,3,7,0,3672,12,1,"Traverse City, MI","USD",2015-04-08,2015-03-23,6,"games","Tabletop Games"
25000,1,1,0,0,1,2580,0,0,"Atlanta, GA","USD",2012-04-05,2012-02-20,3,"film & video","Animation"
6000,51,4,0,2,0,4884,10,1,"Nashville, TN","USD",2014-07-20,2014-06-20,3,"film & video","Drama"
2000,2626,56,1,8,0,1562,0,1,"Los Angeles, CA","USD",2015-11-29,2015-10-30,6,"music","World Music"
7500,446,9,2,0,1,3936,13,0,"Atlanta, GA","USD",2014-10-17,2014-09-17,1,"crafts","Crafts"
1000,5362,100,17,8,1,1203,18,0,"Salt Lake City, UT","USD",2016-04-01,2016-03-11,6,"crafts","Woodworking"
10000,0,0,0,0,1,1301,1,0,"San Francisco, CA","USD",2012-08-10,2012-07-12,1,"journalism","Journalism"
10000,1729,47,6,2,1,3106,16,0,"St. Louis, MO","USD",2014-06-19,2014-05-20,3,"games","Tabletop Games"
7500,9849,265,55,11,1,4943,19,0,"Rancho Santa Margarita, CA","USD",2013-12-24,2013-11-18,6,"design","Product Design"
75000,112080,984,32,19,1,14203,32,0,"Los Angeles, CA","USD",2014-01-16,2013-12-06,6,"film & video","Film & Video"
18000,1,1,0,0,0,0,0,0,"Lublin, Poland","GBP",2016-06-17,2016-05-18,3,"technology","Apps"
2800,3031,70,6,2,1,2075,0,0,"Denver, CO","USD",2011-11-27,2011-11-04,6,"music","Music"
1000,1365,32,0,0,1,1787,0,0,"Houston, TX","USD",2011-02-07,2010-11-09,6,"film & video","Documentary"
7777,998,55,7,6,1,6135,21,1,"Memphis, TN","USD",2014-07-10,2014-06-10,3,"games","Video Games"
6000,6633,78,7,7,1,712,0,0,"Salt Lake City, UT","USD",2011-02-01,2011-01-06,6,"music","Jazz"
2000,315,12,0,3,1,2365,0,0,"Sochi, Russia","EUR",2016-05-16,2016-04-11,3,"music","Pop"
1000,0,0,0,0,0,945,1,0,"Chico, CA","USD",2015-04-17,2015-03-18,3,"art","Ceramics"
10000,165,2,1,0,1,1261,4,0,"Austin, TX","USD",2015-06-25,2015-05-26,3,"film & video","Documentary"
15000,440,15,0,0,1,4063,0,0,"Anaheim, CA","USD",2011-09-17,2011-08-18,3,"film & video","Film & Video"
10000,451,17,0,4,1,2902,6,0,"Reading, UK","GBP",2014-11-27,2014-10-13,3,"comics","Comics"
2500,2670,89,3,7,1,1752,0,0,"Nottingham, UK","GBP",2013-02-18,2013-01-19,6,"music","Music"
5555,5942,137,0,24,1,3665,4,1,"Providence, RI","USD",2013-02-15,2013-01-18,6,"publishing","Children's Books"
3500,615,16,0,0,0,3044,3,0,"Jacksonville, FL","USD",2014-07-18,2014-06-18,3,"food","Food Trucks"
13000,3317,53,0,1,1,1144,2,0,"San Diego, CA","USD",2014-12-09,2014-11-04,3,"food","Farmer's Markets"
3500,3500,37,0,7,1,874,0,0,"New York, NY","USD",2011-10-14,2011-08-30,6,"dance","Dance"
3500,3890,65,2,10,1,1065,1,0,"Columbia, SC","USD",2014-12-10,2014-11-10,6,"publishing","Fiction"
200,200,7,0,2,1,531,0,0,"Hollywood, Los Angeles, CA","USD",2012-03-31,2012-02-24,6,"film & video","Film & Video"
300,0,0,0,0,0,1386,0,0,"London, UK","GBP",2013-04-08,2013-04-02,1,"film & video","Shorts"
20000,3320,23,0,0,1,2393,0,0,"Missoula, MT","USD",2012-11-18,2012-10-19,3,"film & video","Film & Video"
1000,280,9,0,0,1,3009,11,0,"Berlin, Germany","EUR",2015-06-16,2015-05-17,3,"art","Installations"
10000,10100,261,41,11,1,4421,19,0,"South Parkersburg, Parkersburg, WV","USD",2015-03-27,2015-02-25,6,"comics","Graphic Novels"
5000,6163,99,4,8,1,2125,0,1,"Los Angeles, CA","USD",2013-01-10,2012-12-17,6,"music","Jazz"
12000,13731,82,4,3,1,1090,12,0,"Boston, MA","USD",2014-09-19,2014-08-20,6,"fashion","Accessories"
31500,752,5,0,3,0,3275,0,1,"Athens, GA","USD",2014-11-15,2014-09-16,3,"music","Indie Rock"
50000,2177,10,2,3,1,0,1,0,"Tokyo, Japan","USD",2015-07-27,2015-06-12,1,"technology","Flight"
4000,0,0,0,0,0,1277,0,0,"Detroit, MI","USD",2015-06-15,2015-04-16,3,"technology","Web"
2500,3195,67,0,10,1,1934,2,1,"Washington, DC","USD",2014-02-20,2014-01-16,6,"music","Music"
5000,0,0,0,0,1,3848,0,0,"Los Angeles, CA","USD",2011-04-22,2011-04-04,1,"film & video","Film & Video"
7500,775,8,1,1,1,4006,0,0,"Wesley Chapel, FL","USD",2011-02-20,2011-01-21,3,"games","Video Games"
5400,100,1,0,0,0,973,0,0,"Murray, KY","USD",2015-12-31,2015-11-29,1,"photography","Fine Art"
50000,NA,NA,0,2,1,2771,0,0,"Baltimore, MD","USD",2016-09-01,2016-08-02,3,"art","Art"
2500,750,11,0,0,1,6609,0,0,"Wilmington, NC","USD",2013-04-10,2013-03-14,3,"publishing","Nonfiction"
12285,12410,67,0,14,1,4412,0,0,"","USD",2010-02-27,2009-11-29,6,"film & video","Documentary"
5000,1240,31,0,1,1,2452,2,0,"San Diego, CA","USD",2012-04-30,2012-03-01,3,"art","Painting"
3500,26,2,0,0,0,0,0,0,"Hagerstown, MD","USD",2011-11-13,2011-09-14,3,"fashion","Fashion"
18000,30,1,0,1,1,3733,1,0,"Coon Rapids, MN","USD",2014-06-23,2014-05-29,3,"publishing","Publishing"
25000,1012,17,0,15,1,6076,10,0,"Lincoln, NE","USD",2013-01-11,2012-11-27,1,"comics","Comics"
12000,12025,77,1,1,1,3866,0,0,"Rome, Italy","USD",2011-05-06,2011-02-13,6,"film & video","Shorts"
10000,13600,98,4,45,1,1704,0,0,"Kenosha, WI","USD",2012-05-22,2012-04-19,6,"comics","Comics"
6000,NA,NA,0,0,1,5807,0,0,"Milton, Canada","CAD",2016-08-15,2016-06-16,3,"film & video","Webseries"
2000,2355,38,1,8,1,898,0,0,"Portland, OR","USD",2015-04-27,2015-03-28,6,"comics","Webcomics"
30000,2426,10,0,0,1,8488,73,0,"New York, NY","USD",2014-02-19,2014-01-20,3,"fashion","Fashion"
10000,10040,38,0,6,1,3361,2,0,"Los Angeles, CA","USD",2013-03-13,2013-02-12,6,"film & video","Shorts"
2500,2766,62,1,2,1,1665,0,0,"Los Angeles, CA","USD",2011-12-08,2011-10-27,6,"music","Country & Folk"
1000,1206,27,2,1,1,1318,0,0,"Denver, CO","USD",2012-07-05,2012-06-25,6,"dance","Dance"
1500,1750,29,0,2,1,1203,0,0,"New Orleans, LA","USD",2015-08-20,2015-07-21,6,"music","Music"
12000,0,0,0,0,1,943,0,0,"Las Vegas, NV","USD",2014-01-30,2013-12-23,3,"music","Indie Rock"
5000,5500,113,9,6,1,2555,0,0,"New Orleans, LA","USD",2011-08-26,2011-07-27,6,"food","Food"
800,52,5,0,0,0,470,0,0,"Orlando, FL","USD",2014-07-31,2014-07-11,3,"crafts","Crafts"
400,465,18,0,1,1,4162,0,0,"Tempe, AZ","USD",2012-04-03,2012-03-19,6,"theater","Theater"
8000,0,0,0,0,1,1427,0,0,"North Pole, AK","USD",2011-03-21,2011-02-19,1,"crafts","Crafts"
2000,2166,29,2,2,1,968,1,0,"Vancouver, Canada","CAD",2015-07-20,2015-06-22,6,"theater","Immersive"
2000,2602,35,2,7,1,1574,0,0,"London, UK","USD",2013-07-11,2013-06-26,6,"film & video","Shorts"
200,2,1,0,1,1,3261,7,0,"Eau Claire, WI","USD",2013-06-06,2013-05-07,3,"games","Tabletop Games"
5000,41,3,0,0,0,0,0,0,"Roanoke, VA","USD",2016-07-02,2016-06-02,3,"fashion","Fashion"
1200,95,5,0,0,0,897,0,0,"Chesham, UK","GBP",2014-06-10,2014-05-20,3,"publishing","Radio & Podcasts"
3500,82,3,0,0,1,965,0,0,"Tokyo, Japan","USD",2012-06-01,2012-04-19,3,"film & video","Documentary"
500,885,40,1,7,1,3430,0,0,"Dallas, TX","USD",2013-07-27,2013-05-28,6,"music","Hip-Hop"
2247,NA,NA,0,0,0,661,0,0,"Aviles, Spain","USD",2016-10-30,2016-09-30,4,"publishing","Fiction"
245000,4,4,0,1,1,1195,0,0,"Portland, OR","USD",2015-05-15,2015-04-15,3,"technology","Robots"
500,500,16,1,5,1,1416,0,0,"Berlin, NJ","USD",2012-06-09,2012-04-24,6,"film & video","Narrative Film"
20000,1,1,0,3,0,3896,4,0,"Philadelphia, PA","USD",2015-11-30,2015-11-13,3,"music","Electronic Music"
5000,0,0,0,0,0,1945,0,0,"Miami, FL","USD",2015-09-16,2015-08-17,3,"music","R&B"
6300,2575,14,0,1,1,965,0,0,"Rigby, ID","USD",2013-10-12,2013-09-12,3,"art","Painting"
5000,5055,84,0,8,1,0,0,0,"Los Angeles, CA","USD",2011-11-27,2011-10-08,6,"music","Music"
5000,8239,145,12,9,1,2191,1,2,"Rockville, MD","USD",2013-02-15,2013-01-16,6,"food","Food"
7000,0,0,0,0,0,1456,0,0,"Mackay, AU","AUD",2015-10-01,2015-09-01,3,"music","Electronic Music"
17000,25,1,0,0,0,2075,10,0,"Miami, FL","USD",2013-09-19,2013-08-20,3,"fashion","Fashion"
12000,12823,203,9,9,1,1406,0,0,"Berkeley, CA","USD",2015-02-24,2015-01-08,6,"music","Country & Folk"
20000,11200,62,0,7,1,4178,11,1,"Wichita, KS","USD",2014-12-05,2014-11-05,3,"film & video","Romance"
350,1639,53,9,16,1,570,0,0,"Manchester, UK","GBP",2014-06-12,2014-05-13,6,"film & video","Comedy"
3333,4124,63,13,74,1,1621,0,0,"Kansas City, MO","USD",2010-07-25,2010-06-13,6,"comics","Comics"
1000,181,10,0,0,0,513,0,0,"Sacramento, CA","USD",2010-12-10,2010-11-10,3,"music","Rock"
65000,11258,81,2,0,1,0,0,0,"Brussels, Belgium","EUR",2016-06-26,2016-05-27,3,"design","Product Design"
9800,450,8,1,0,1,3317,0,0,"Beaufort, SC","USD",2010-08-17,2010-07-07,3,"music","Country & Folk"
10000,123,5,0,1,0,2414,0,0,"Padstow Heights, AU","AUD",2015-11-19,2015-10-20,3,"crafts","Crafts"
800,887,31,0,5,1,1753,0,0,"Milton Keynes, UK","GBP",2016-02-08,2016-01-09,6,"film & video","Festivals"
12000,23996,331,8,10,1,5553,28,1,"Coarsegold, CA","USD",2016-04-28,2016-03-29,6,"publishing","Academic"
25000,1270,32,2,1,1,3168,0,0,"Garden Grove, CA","USD",2010-07-27,2010-06-10,3,"technology","Software"
1000000,0,0,0,0,1,0,0,0,"Luton, UK","GBP",2016-06-25,2016-05-26,3,"technology","Apps"
3500,50,2,1,0,1,1086,0,0,"Fort Smith, AR","USD",2011-06-17,2011-05-03,3,"music","Rock"
40374,246,3,0,0,1,370,1,0,"Amsterdam, Netherlands","USD",2011-01-23,2010-12-24,1,"publishing","Poetry"
16000,26,4,1,3,1,487,4,0,"Birmingham, AL","USD",2013-09-27,2013-09-05,3,"design","Product Design"
15000,121,4,0,3,1,2751,3,0,"Mountain Home, ID","USD",2014-10-17,2014-09-17,3,"food","Drinks"
3000,395,11,0,0,1,1732,0,0,"Los Angeles, CA","USD",2014-04-03,2014-03-04,3,"theater","Theater"
12000,12050,59,2,4,1,1182,0,0,"Boston, MA","USD",2013-03-19,2013-02-15,6,"food","Food"
15000,6979,60,1,5,1,3411,0,1,"Minneapolis, MN","USD",2016-01-14,2015-12-15,3,"film & video","Narrative Film"
3000,3723,73,3,5,1,3771,8,0,"New York, NY","USD",2015-04-12,2015-03-13,6,"comics","Comics"
7000,37,3,0,0,1,782,0,0,"Wilmington, DE","USD",2014-08-24,2014-07-10,3,"film & video","Film & Video"
15000,1001,14,0,1,1,2602,4,0,"Auckland, NZ","EUR",2015-11-19,2015-10-20,3,"film & video","Documentary"
12605,26,2,0,0,0,1144,0,0,"Meridian Station, MS","USD",2014-03-17,2014-02-15,3,"publishing","Fiction"
3500,3783,57,2,0,1,2092,0,0,"Tampa, FL","USD",2016-04-27,2016-04-14,6,"dance","Performances"
20000,22740,214,6,5,1,855,0,0,"Burlington, VT","USD",2014-10-22,2014-09-22,6,"food","Restaurants"
5000,5,1,0,0,0,697,3,0,"Jupiter, FL","USD",2014-06-16,2014-04-17,3,"fashion","Fashion"
500,546,12,1,0,0,1924,0,0,"Malibu, CA","USD",2012-03-22,2012-03-08,6,"film & video","Shorts"
500,100,10,0,0,1,1669,0,0,"Franklin Square, NY","USD",2014-08-06,2014-07-16,3,"film & video","Drama"
12000,0,0,0,0,0,666,5,0,"Blue Springs, MO","USD",2015-09-18,2015-07-20,3,"fashion","Apparel"
12000,102,4,0,1,1,2259,3,0,"Liverpool, UK","GBP",2016-06-09,2016-05-12,1,"journalism","Web"
2000,2170,36,0,0,0,1360,0,0,"Westminster, MD","USD",2010-08-07,2010-07-09,6,"music","Rock"
1300,589,33,2,2,1,1905,0,0,"Los Angeles, CA","USD",2012-08-21,2012-07-22,3,"music","Music"
5000,1509,87,3,3,1,0,0,0,"London, UK","GBP",2016-07-28,2016-06-13,3,"design","Design"
6933,1128,17,4,6,1,2515,28,1,"Fresno, CA","USD",2015-06-27,2015-05-27,3,"design","Product Design"
10000,126,3,0,0,0,0,0,0,"Nashville, TN","USD",2012-08-31,2012-08-14,3,"music","Country & Folk"
16500,17606,109,0,1,1,2721,0,0,"Oakland, CA","USD",2012-10-06,2012-09-06,6,"food","Food"
1000,111,3,0,0,1,1343,0,0,"Manchester, CT","USD",2012-03-17,2012-02-16,1,"publishing","Periodicals"
10000,12066,176,10,3,1,3600,0,0,"Santa Cruz, CA","USD",2011-12-09,2011-10-30,6,"film & video","Documentary"
4000,58,7,0,1,0,1716,0,0,"Victoria, Canada","CAD",2015-11-17,2015-11-03,3,"games","Video Games"
2500,1240,11,0,0,1,4795,3,0,"Cambridge, UK","GBP",2014-03-22,2014-02-20,3,"publishing","Nonfiction"
100,145,6,0,0,1,841,0,0,"Greensboro, NC","USD",2012-09-01,2012-08-16,6,"film & video","Shorts"
5000,7560,86,2,5,1,3939,0,0,"Santa Fe, NM","USD",2010-11-28,2010-10-29,6,"film & video","Documentary"
4369,5154,102,1,8,1,5928,1,1,"Austin, TX","USD",2014-12-10,2014-11-18,6,"film & video","Documentary"
5000,60,2,0,1,0,991,0,0,"San Diego, CA","USD",2013-12-15,2013-10-16,3,"art","Mixed Media"
2500,5,1,0,0,1,363,0,0,"Bozeman, MT","USD",2015-07-10,2015-06-10,3,"film & video","Webseries"
4000,0,0,0,0,1,2015,19,0,"Italia, Italy","EUR",2016-06-18,2016-05-19,3,"design","Civic Design"
10000,359,16,0,3,1,4801,22,3,"Seattle, WA","USD",2015-07-08,2015-06-08,3,"games","Video Games"
7000,16675,158,22,7,1,4925,17,0,"Kingston, Canada","CAD",2015-01-11,2014-12-16,6,"fashion","Fashion"
3000,3531,61,4,15,1,3741,20,0,"San Francisco, CA","USD",2012-10-12,2012-09-09,6,"publishing","Art Books"
1000,5573,172,9,2,1,0,0,0,"Paris, France","EUR",2016-06-28,2016-05-25,6,"design","Product Design"
1100,5,1,2,0,0,804,0,0,"Portland, OR","USD",2014-12-17,2014-11-17,3,"fashion","Apparel"
2142,2730,34,9,1,1,2228,0,0,"Masaya, Nicaragua","USD",2011-03-27,2011-02-15,6,"photography","Photography"
280,0,0,0,0,0,1017,0,0,"Melbourne, AU","AUD",2014-06-16,2014-05-17,3,"games","Mobile Games"
500,50,1,0,0,0,482,0,0,"Reno, NV","USD",2014-08-06,2014-07-07,1,"publishing","Nonfiction"
10000,60898,1214,313,71,1,3005,4,0,"Los Angeles, CA","USD",2013-03-27,2013-02-25,6,"games","Tabletop Games"
